Dot Point Measurements

Generated: Wednesday 18 October 2023 11:31:16

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	OpCode	Period	Frame info 3	Frame info 4	Frame info 5	Frame info 6	level_2	level_3	level_4	level_5	scientific	qualifiers	CAAB_code		Radius %
20120319-1_40_02_20230319_TOP_1_0003_0001.mp4_0066224.jpg	      0		547	1500													20120319-1	40					Unscorable						00000001		43.8
20120319-1_40_02_20230319_TOP_1_0003_0001.mp4_0066224.jpg	      0		853	1633													20120319-1	40					Unscorable						00000001		27.3
20120319-1_40_02_20230319_TOP_1_0003_0001.mp4_0066224.jpg	      0		1060	871													20120319-1	40					Substrate	Unconsolidated (soft)	Sand / mud (<2mm)	Coarse sand (with shell fragments)			82001014		51.9
20120319-1_40_02_20230319_TOP_1_0003_0001.mp4_0066224.jpg	      0		822	1188													20120319-1	40					Unscorable						00000001		43.0
20120319-1_40_02_20230319_TOP_1_0003_0001.mp4_0066224.jpg	      0		940	437													20120319-1	40					Macroalgae	Filamentous / filiform	Red				80300933		74.2
20120319-1_40_02_20230319_TOP_1_0003_0001.mp4_0066224.jpg	      0		564	153													20120319-1	40					Unscorable						00000001		93.8
20120319-1_40_02_20230319_TOP_1_0003_0001.mp4_0066224.jpg	      0		1027	743													20120319-1	40					Sponges	Massive forms	Simple				10000904		58.4
20120319-1_40_02_20230319_TOP_1_0003_0001.mp4_0066224.jpg	      0		727	863													20120319-1	40					Unscorable						00000001		58.9
20120319-1_40_02_20230319_TOP_1_0003_0001.mp4_0066224.jpg	      0		929	1507													20120319-1	40					Macroalgae	Filamentous / filiform	Red				80300933		27.7
20120319-1_40_02_20230319_TOP_1_0003_0001.mp4_0066224.jpg	      0		832	1221													20120319-1	40					Unscorable						00000001		41.4
20120319-1_40_02_20230319_TOP_1_0003_0001.mp4_0066224.jpg	      0		759	1368													20120319-1	40					Unscorable						00000001		38.6
20120319-1_40_02_20230319_TOP_1_0003_0001.mp4_0066224.jpg	      0		644	627													20120319-1	40					Unscorable						00000001		71.1
20120319-1_40_02_20230319_TOP_1_0003_0001.mp4_0066224.jpg	      0		873	1784													20120319-1	40					Unscorable						00000001		23.9
20120319-1_40_02_20230319_TOP_1_0003_0001.mp4_0066224.jpg	      0		801	959													20120319-1	40					Sponges	Erect forms	Laminar				10000913		53.0
20120319-1_40_02_20230319_TOP_1_0003_0001.mp4_0066224.jpg	      0		766	972													20120319-1	40					Sponges	Erect forms	Laminar				10000913		53.3
20120319-1_40_02_20230319_TOP_1_0003_0001.mp4_0066224.jpg	      0		565	502													20120319-1	40					Unscorable						00000001		78.4
20120319-1_40_02_20230319_TOP_1_0003_0001.mp4_0066224.jpg	      0		910	1229													20120319-1	40					Unscorable						00000001		38.8
20120319-1_40_02_20230319_TOP_1_0003_0001.mp4_0066224.jpg	      0		649	820													20120319-1	40					Unscorable						00000001		62.8
20120319-1_40_02_20230319_TOP_1_0003_0001.mp4_0066224.jpg	      0		623	178													20120319-1	40					Unscorable						00000001		91.5
20120319-1_40_02_20230319_TOP_1_0003_0001.mp4_0066224.jpg	      0		887	1418													20120319-1	40					Unscorable						00000001		32.2
20120319-1_40_02_20230319_TOP_1_0003_0001.mp4_0066224.jpg	      0		561	2669													20120319-1	40					Unscorable						00000001		55.2
20120319-1_40_02_20230319_TOP_1_0003_0001.mp4_0066224.jpg	      0		1049	1945													20120319-1	40					Cnidaria	Corals	Black & Octocorals	Fan (2D)			11168912		15.1
20120319-1_40_02_20230319_TOP_1_0003_0001.mp4_0066224.jpg	      0		1062	2455													20120319-1	40					Seagrasses	Strap-like leaves			Thalassodendron spp		63618905		31.8
20120319-1_40_02_20230319_TOP_1_0003_0001.mp4_0066224.jpg	      0		818	2163													20120319-1	40					Unscorable						00000001		29.7
20120319-1_40_02_20230319_TOP_1_0003_0001.mp4_0066224.jpg	      0		786	2706													20120319-1	40					Unscorable						00000001		49.5
20120319-1_40_02_20230319_TOP_1_0003_0001.mp4_0066224.jpg	      0		619	3162													20120319-1	40					Unscorable						00000001		73.0
20120319-1_40_02_20230319_TOP_1_0003_0001.mp4_0066224.jpg	      0		756	2554													20120319-1	40					Macroalgae	Filamentous / filiform	Red				80300933		44.4
20120319-1_40_02_20230319_TOP_1_0003_0001.mp4_0066224.jpg	      0		897	2965													20120319-1	40					Substrate	Consolidated (hard)	Rock				82001002		58.2
20120319-1_40_02_20230319_TOP_1_0003_0001.mp4_0066224.jpg	      0		753	2305													20120319-1	40					Unscorable						00000001		36.2
20120319-1_40_02_20230319_TOP_1_0003_0001.mp4_0066224.jpg	      0		1061	2182													20120319-1	40					Macroalgae	Filamentous / filiform	Green				80300932		20.6
